Work Order Number,Primary Resident,Created At,Amount,Resident Requested
141479-1,"Allen, Henry F.",2025-09-01 00:00:00,0.0,Yes
141480-1,"Rogers, Brenda U.",2025-09-01 00:00:00,0.0,Yes
141518-1,"Gray, Thomas V.",2025-09-02 00:00:00,0.0,Yes
141527-1,"Rogers, Brenda U.",2025-09-02 00:00:00,0.0,Yes
141530-1,"Cruz, Charles N.",2025-09-02 00:00:00,0.0,No
141538-1,"Mendoza, Ashley Y.",2025-09-02 00:00:00,0.0,Yes
141549-1,"Young, Tyler J.",2025-09-02 00:00:00,0.0,Yes
141556-1,"Nguyen, Sharon A.",2025-09-02 00:00:00,0.0,Yes
141557-1,"Wilson, Emily B.",2025-09-02 00:00:00,0.0,Yes
141590-1,"Ramos, Maria L.",2025-09-03 00:00:00,0.0,Yes
141597-1,"Allen, Henry F.",2025-09-03 00:00:00,0.0,Yes
141603-1,"Ramos, Maria L.",2025-09-03 00:00:00,0.0,Yes
141616-1,"Adams, Debra K.",2025-09-03 00:00:00,0.0,Yes
141915-1,"Stewart, Christina Y.",2025-09-10 00:00:00,0.0,Yes
141920-1,"Gray, Anna Y.",2025-09-10 00:00:00,0.0,Yes
142469-1,"Mendoza, Matthew V.",2025-09-22 00:00:00,0.0,Yes
142498-1,"Johnson, Gary L.",2025-09-23 00:00:00,0.0,Yes
142509-1,"Ortiz, Peter E.",2025-09-23 00:00:00,0.0,Yes
143095-1,"Hill, Diane R.",2025-10-05 00:00:00,0.0,Yes
143132-1,"Taylor, Larry S.",2025-10-06 00:00:00,0.0,Yes
143343-1,"Mitchell, Kevin H.",2025-10-10 00:00:00,0.0,Yes
143627-1,"Cooper, Jose H.",2025-10-16 00:00:00,0.0,Yes
143852-1,"Scott, David B.",2025-10-20 00:00:00,0.0,Yes
143858-1,"Ramirez, Joan M.",2025-10-21 00:00:00,0.0,Yes
143863-1,"Kim, Kenneth J.",2025-10-21 00:00:00,0.0,Yes
143988-1,"Bailey, Kyle S.",2025-10-23 00:00:00,0.0,Yes
143989-1,"Bailey, Kyle S.",2025-10-23 00:00:00,0.0,Yes
144059-1,"Kim, Kenneth J.",2025-10-24 00:00:00,0.0,Yes
144117-1,"Nguyen, Joseph E.",2025-10-26 00:00:00,0.0,Yes
144338-1,"Brooks, Kathleen D.",2025-10-30 00:00:00,0.0,Yes
144350-1,"Young, Michelle E.",2025-10-30 00:00:00,0.0,Yes
144392-1,"Collins, Paul N.",2025-10-31 00:00:00,0.0,Yes
144393-1,"Collins, Paul N.",2025-10-31 00:00:00,0.0,Yes
144411-1,"Howard, Alexander D.",2025-10-31 00:00:00,0.0,Yes
144504-1,"Mendoza, Ashley Y.",2025-11-03 00:00:00,0.0,Yes
144540-1,"Bravo Serrano, Andrew P.",2025-11-03 00:00:00,0.0,Yes
144585-1,"Ramos, Maria L.",2025-11-04 00:00:00,0.0,Yes
144809-1,"Hill, Diane R.",2025-11-10 00:00:00,0.0,Yes
144812-1,"Rodriguez, Kenneth G.",2025-11-10 00:00:00,0.0,Yes
144818-1,"Reed, Mark G.",2025-11-10 00:00:00,0.0,Yes
144837-1,"White, Dennis J.",2025-11-11 00:00:00,0.0,Yes
145037-1,"Wood, Betty V.",2025-11-15 00:00:00,0.0,Yes
145043-1,"Baker, Pamela B.",2025-11-16 00:00:00,0.0,Yes
145046-1,"Lee, Gregory U.",2025-11-16 00:00:00,0.0,Yes
145052-1,"Young, Tyler J.",2025-11-16 00:00:00,0.0,Yes
145062-1,"Campbell, Larry G.",2025-11-16 00:00:00,0.0,Yes
145072-1,"Harris, Walter K.",2025-11-17 00:00:00,0.0,Yes
145073-1,"Wright, Jennifer A.",2025-11-17 00:00:00,0.0,Yes
145074-1,"Lopez, Rebecca V.",2025-11-17 00:00:00,0.0,Yes
145177-1,"Stewart, Christina Y.",2025-11-18 00:00:00,0.0,Yes
145226-1,"Parker, Helen E.",2025-11-19 00:00:00,0.0,Yes
145297-1,"Bailey, Kyle S.",2025-11-21 00:00:00,0.0,Yes
145650-1,"Mendoza, Matthew V.",2025-12-01 00:00:00,0.0,No
146130-1,"Morgan, Jessica N.",2025-12-09 00:00:00,0.0,Yes
145650-2,"Mendoza, Matthew V.",2025-12-11 00:00:00,0.0,No
146456-1,"White, Dennis J.",2025-12-15 00:00:00,0.0,Yes
146761-1,"Hill, Diane R.",2025-12-21 00:00:00,0.0,Yes
146799-1,"Anderson, Margaret F.",2025-12-22 00:00:00,0.0,Yes
147114-1,"Martinez, Gregory G.",2025-12-31 00:00:00,0.0,Yes
147123-1,"Wood, Betty V.",2025-12-31 00:00:00,0.0,Yes
147133-1,"Jackson, Patricia U.",2026-01-01 00:00:00,0.0,Yes
147134-1,"Jackson, Patricia U.",2026-01-01 00:00:00,0.0,Yes
147135-1,"Mitchell, Barbara K.",2026-01-01 00:00:00,0.0,Yes
147143-1,"Ramos, Maria L.",2026-01-01 00:00:00,0.0,Yes
147144-1,"Williams, Scott B.",2026-01-01 00:00:00,0.0,Yes
147149-1,"Walker, Eric R.",2026-01-01 00:00:00,0.0,Yes
147160-1,"Hill, Diane R.",2026-01-02 00:00:00,0.0,Yes
147162-1,"White, Dennis J.",2026-01-02 00:00:00,0.0,Yes
147163-1,"Gray, Thomas V.",2026-01-02 00:00:00,0.0,Yes
147166-1,"Kelly, Timothy E.",2026-01-02 00:00:00,0.0,Yes
147243-1,"Reed, Mark G.",2026-01-03 00:00:00,0.0,Yes
147386-1,"Howard, Ryan F.",2026-01-06 00:00:00,0.0,Yes
147429-1,"Kelly, Timothy E.",2026-01-06 00:00:00,0.0,Yes
147532-1,"Harris, Walter K.",2026-01-07 00:00:00,0.0,Yes
147831-1,"Hernandez, Elizabeth Q.",2026-01-12 00:00:00,0.0,Yes
147868-1,"Gray, Laura B.",2026-01-13 00:00:00,0.0,Yes
148149-1,"Collins, Paul N.",2026-01-16 00:00:00,0.0,Yes
148175-1,"Wood, Betty V.",2026-01-17 00:00:00,0.0,Yes
148279-1,"Ortiz, Peter E.",2026-01-19 00:00:00,0.0,No
148280-1,"Walker, Eric R.",2026-01-19 00:00:00,0.0,Yes
148281-1,"Anderson, Margaret F.",2026-01-19 00:00:00,0.0,Yes
148347-1,"Harris, Walter K.",2026-01-20 00:00:00,0.0,Yes
148372-1,"Nguyen, Joseph E.",2026-01-20 00:00:00,0.0,Yes
148535-1,"Wright, Jennifer A.",2026-01-22 00:00:00,0.0,Yes
148677-1,"Baker, Pamela B.",2026-01-24 00:00:00,0.0,Yes
148700-1,"Kelly, Timothy E.",2026-01-24 00:00:00,0.0,Yes
148715-1,"Nguyen, Joseph E.",2026-01-24 00:00:00,0.0,Yes
148744-1,"Robinson, Evelyn C.",2026-01-25 00:00:00,0.0,Yes
148793-1,"Reyes, Kevin F.",2026-01-26 00:00:00,0.0,Yes
148795-1,"Stewart, Jonathan R.",2026-01-26 00:00:00,0.0,Yes
148853-1,"Nguyen, Joseph E.",2026-01-27 00:00:00,0.0,Yes
149001-1,"Nguyen, Joseph E.",2026-01-28 00:00:00,0.0,Yes
149076-1,"Baker, Carol F.",2026-01-29 00:00:00,0.0,Yes
149077-1,"Baker, Carol F.",2026-01-29 00:00:00,0.0,Yes
149083-1,"Harris, Walter K.",2026-01-29 00:00:00,0.0,Yes
149284-1,"Hughes, Donna M.",2026-01-31 00:00:00,0.0,Yes
149617-1,"Torres, Thomas H.",2026-02-03 00:00:00,0.0,Yes
149905-1,"Hill, Diane R.",2026-02-06 00:00:00,0.0,Yes
149906-1,"Mitchell, Barbara K.",2026-02-06 00:00:00,0.0,Yes
149910-1,"Rodriguez, Kenneth G.",2026-02-06 00:00:00,0.0,Yes
149912-1,"Gray, Thomas V.",2026-02-07 00:00:00,0.0,Yes
149913-1,"Martinez, Gregory G.",2026-02-07 00:00:00,0.0,Yes
149917-1,"Kelly, Timothy E.",2026-02-07 00:00:00,0.0,Yes
149951-1,"Campbell, Susan N.",2026-02-07 00:00:00,0.0,No
150082-1,"Hughes, Donna M.",2026-02-09 00:00:00,0.0,Yes
150117-1,"Ramos, Heather Q.",2026-02-10 00:00:00,0.0,Yes
150197-1,"Morris, Benjamin H.",2026-02-10 00:00:00,0.0,Yes
150261-1,"Gutierrez, Emma R.",2026-02-11 00:00:00,0.0,Yes
150264-1,"Flores, Nancy S.",2026-02-11 00:00:00,0.0,Yes
150354-1,"Mendoza, Stephanie B.",2026-02-12 00:00:00,0.0,Yes
150594-1,"Stewart, Christina Y.",2026-02-16 00:00:00,0.0,Yes
150602-1,"Mitchell, Barbara K.",2026-02-16 00:00:00,0.0,Yes
150610-1,"Gray, Thomas V.",2026-02-16 00:00:00,0.0,Yes
150616-1,"Jackson, Patricia U.",2026-02-16 00:00:00,0.0,Yes
150619-1,"White, Dennis J.",2026-02-16 00:00:00,0.0,Yes
150620-1,"Anderson, Margaret F.",2026-02-16 00:00:00,0.0,Yes
151006-1,"Gomez, Joyce W.",2026-02-20 00:00:00,0.0,Yes
151084-1,"Moore, Christopher A.",2026-02-22 00:00:00,0.0,Yes
151113-1,"Campbell, Larry G.",2026-02-22 00:00:00,0.0,Yes
151118-1,"Wood, Betty V.",2026-02-22 00:00:00,0.0,Yes
151145-1,"Wright, Jennifer A.",2026-02-23 00:00:00,0.0,Yes
151187-1,"Wood, Betty V.",2026-02-23 00:00:00,0.0,Yes
151325-1,"Gray, Thomas V.",2026-02-25 00:00:00,0.0,Yes
151336-1,"Stewart, Christina Y.",2026-02-25 00:00:00,0.0,Yes
151389-1,"Jackson, Patricia U.",2026-02-25 00:00:00,0.0,Yes
151426-1,"Murphy, Michael B.",2026-02-26 00:00:00,0.0,Yes
151464-1,"Morgan, Sharon L.",2026-02-26 00:00:00,0.0,Yes
151465-1,"Williams, Scott B.",2026-02-26 00:00:00,0.0,Yes
149951-3,"Campbell, Susan N.",2026-02-26 00:00:00,0.0,No
149951-4,"Campbell, Susan N.",2026-02-26 00:00:00,0.0,No
149951-5,"Campbell, Susan N.",2026-02-26 00:00:00,0.0,No
151471-4,"Ruiz, Amanda K.",2026-02-26 00:00:00,0.0,No
151522-1,"Flores, Nancy S.",2026-02-26 00:00:00,0.0,Yes
151523-1,"Campbell, Larry G.",2026-02-26 00:00:00,0.0,Yes
151539-1,"Flores, Nancy S.",2026-02-27 00:00:00,0.0,Yes
151626-1,"Nelson, Anthony Y.",2026-02-28 00:00:00,0.0,Yes
151648-1,"Brooks, Kathleen D.",2026-03-01 00:00:00,0.0,Yes
151708-1,"Jackson, Patricia U.",2026-03-02 00:00:00,0.0,Yes
151717-1,"Mitchell, Barbara K.",2026-03-02 00:00:00,0.0,Yes
151721-1,"Moore, Christopher A.",2026-03-02 00:00:00,0.0,Yes
151773-1,"Williams, Scott B.",2026-03-02 00:00:00,0.0,Yes
151966-1,"Williams, Scott B.",2026-03-04 00:00:00,0.0,Yes
152135-1,"Cox, Raymond A.",2026-03-06 00:00:00,0.0,Yes
152049-2,"Torres, Emma F.",2026-03-06 00:00:00,0.0,No
152049-3,"Torres, Emma F.",2026-03-06 00:00:00,0.0,No
152049-4,"Torres, Emma F.",2026-03-06 00:00:00,0.0,No
152199-1,"Wood, Betty V.",2026-03-07 00:00:00,0.0,Yes
152210-1,"Flores, Nancy S.",2026-03-07 00:00:00,0.0,Yes
152217-1,"Reed, Mark G.",2026-03-07 00:00:00,0.0,Yes
152282-1,"Sanchez, Deborah C.",2026-03-09 00:00:00,0.0,Yes
152292-1,"Johnson, Gary L.",2026-03-09 00:00:00,0.0,Yes
152317-1,"Anderson, Margaret F.",2026-03-09 00:00:00,0.0,Yes
152362-1,"Morgan, Jessica N.",2026-03-09 00:00:00,0.0,Yes
152379-1,"Gonzalez, Barbara V.",2026-03-09 00:00:00,0.0,Yes
152512-1,"Moore, Christopher A.",2026-03-11 00:00:00,0.0,Yes
152515-1,"White, Dennis J.",2026-03-11 00:00:00,0.0,Yes
152544-1,"Sanchez, Deborah C.",2026-03-11 00:00:00,0.0,Yes
152569-1,"Hernandez, Elizabeth Q.",2026-03-11 00:00:00,0.0,Yes
152596-1,"Wood, Betty V.",2026-03-11 00:00:00,0.0,Yes
152613-1,"Nelson, Anthony Y.",2026-03-11 00:00:00,0.0,Yes
152713-1,"Brooks, Kathleen D.",2026-03-12 00:00:00,0.0,Yes
152730-1,"Martinez, Gregory G.",2026-03-12 00:00:00,0.0,Yes
152786-1,"White, Dennis J.",2026-03-13 00:00:00,0.0,Yes
152798-1,"Cook, William W.",2026-03-13 00:00:00,0.0,Yes
152809-1,"Ramos, Maria L.",2026-03-13 00:00:00,0.0,Yes
152817-1,"Walker, Eric R.",2026-03-13 00:00:00,0.0,Yes
152859-1,"Wright, Jennifer A.",2026-03-14 00:00:00,0.0,Yes
152864-1,"Hill, Diane R.",2026-03-15 00:00:00,0.0,Yes
152916-1,"Rodriguez, Kenneth G.",2026-03-16 00:00:00,0.0,Yes
152919-1,"Campbell, Larry G.",2026-03-16 00:00:00,0.0,Yes
153503-1,"Ortiz, Peter E.",2026-03-23 00:00:00,0.0,Yes
153669-1,"Ramos, Maria L.",2026-03-24 00:00:00,0.0,No
153747-1,"Cooper, Jose H.",2026-03-25 00:00:00,0.0,Yes
154004-1,"Ramos, Maria L.",2026-03-27 00:00:00,0.0,Yes
154057-1,"Walker, Eric R.",2026-03-29 00:00:00,0.0,Yes
154401-1,"Ramos, Heather Q.",2026-04-01 00:00:00,0.0,Yes
154408-1,"Ortiz, Edward G.",2026-04-02 00:00:00,0.0,Yes
154409-1,"Ramos, Heather Q.",2026-04-02 00:00:00,0.0,Yes
155316-1,"Murphy, Michael B.",2026-04-11 00:00:00,0.0,Yes
156138-2,"Wright, Jennifer A.",2026-04-20 00:00:00,0.0,No
156269-1,"Martinez, Gregory G.",2026-04-21 00:00:00,0.0,No
156269-2,"Martinez, Gregory G.",2026-04-21 00:00:00,0.0,No
156269-3,"Martinez, Gregory G.",2026-04-21 00:00:00,0.0,No
157246-1,"Mendoza, Stephanie B.",2026-04-30 00:00:00,0.0,Yes
158346-1,"Nguyen, Joseph E.",2026-05-12 00:00:00,0.0,Yes
158394-2,"Gutierrez, Laura P.",2026-05-13 00:00:00,0.0,No
158456-1,"Diaz, Michael P.",2026-05-13 00:00:00,0.0,Yes
158988-1,"Turner, Carolyn S.",2026-05-19 00:00:00,0.0,No
158988-2,"Turner, Carolyn S.",2026-05-19 00:00:00,0.0,No
158988-3,"Turner, Carolyn S.",2026-05-19 00:00:00,0.0,No
159421-1,"Baker, Carol F.",2026-05-23 00:00:00,0.0,No
159421-2,"Baker, Carol F.",2026-05-23 00:00:00,0.0,No
159421-3,"Baker, Carol F.",2026-05-23 00:00:00,0.0,No
159527-1,"Anderson, Margaret F.",2026-05-26 00:00:00,0.0,No
159527-2,"Anderson, Margaret F.",2026-05-26 00:00:00,0.0,No
159527-3,"Anderson, Margaret F.",2026-05-26 00:00:00,0.0,No
159531-2,"Salinas Cortes, Katherine R.",2026-05-26 00:00:00,0.0,No
159532-2,"Mendoza, Ashley Y.",2026-05-26 00:00:00,0.0,No
160173-1,"Stewart, Christina Y.",2026-05-31 00:00:00,0.0,No
160173-2,"Stewart, Christina Y.",2026-05-31 00:00:00,0.0,No
160173-3,"Stewart, Christina Y.",2026-05-31 00:00:00,0.0,No
160471-1,"Campbell, Larry G.",2026-06-03 00:00:00,0.0,No
160702-1,"Peterson, Donald J.",2026-06-04 00:00:00,0.0,Yes
161371-2,"Walker, Eric R.",2026-06-11 00:00:00,0.0,No
161371-3,"Walker, Eric R.",2026-06-11 00:00:00,0.0,No
160471-2,"Campbell, Larry G.",2026-06-12 00:00:00,0.0,No
161949-1,Business Tenant 5,2026-06-16 00:00:00,0.0,No
162196-1,"Green, George T.",2026-06-18 00:00:00,0.0,No
162196-2,"Green, George T.",2026-06-18 00:00:00,0.0,No
162196-3,"Green, George T.",2026-06-18 00:00:00,0.0,No
162928-1,"Rodriguez, Kenneth G.",2026-06-26 00:00:00,0.0,No
162928-2,"Rodriguez, Kenneth G.",2026-06-26 00:00:00,0.0,No
162928-3,"Rodriguez, Kenneth G.",2026-06-26 00:00:00,0.0,No
162930-2,"Wilson, Karen T.",2026-06-26 00:00:00,0.0,No
162931-2,"Richardson, Ronald W.",2026-06-26 00:00:00,0.0,No
163350-1,"Jackson, Sharon W.",2026-06-30 00:00:00,0.0,Yes
163399-1,"Kelly, Timothy E.",2026-07-01 00:00:00,0.0,Yes
163467-1,"Lopez, Joan Y.",2026-07-01 00:00:00,0.0,Yes
163514-1,"Ortiz, Peter E.",2026-07-01 00:00:00,0.0,Yes
163556-1,"Brown, Helen G.",2026-07-02 00:00:00,0.0,Yes
163604-1,"Johnson, Brandon N.",2026-07-02 00:00:00,0.0,Yes
163606-1,"Cox, Steven W.",2026-07-02 00:00:00,0.0,Yes
163618-1,"Rivera, Nathan M.",2026-07-02 00:00:00,0.0,Yes
163626-1,"Johnson, Brandon N.",2026-07-02 00:00:00,0.0,Yes
163650-1,"Gonzalez, Sarah Y.",2026-07-03 00:00:00,0.0,Yes
163724-1,"Wright, James U.",2026-07-03 00:00:00,0.0,Yes
163771-1,"Bailey, Kyle S.",2026-07-05 00:00:00,0.0,Yes
164008-1,"Rivera, Nathan M.",2026-07-07 00:00:00,0.0,Yes
165456-1,"Cook, William W.",2026-07-20 00:00:00,0.0,No
165456-2,"Cook, William W.",2026-07-20 00:00:00,0.0,No
165456-3,"Cook, William W.",2026-07-20 00:00:00,0.0,No
165577-1,"Hughes, Donna M.",2026-07-20 00:00:00,0.0,Yes
165590-1,"Lopez, Joan Y.",2026-07-20 00:00:00,0.0,Yes
165598-1,"Anderson, Matthew H.",2026-07-20 00:00:00,0.0,Yes
18367-1,Business Tenant 3,2016-11-05 00:00:00,0.0,No
25401-1,"Phillips, David R.",2017-07-14 00:00:00,0.0,Yes
28491-1,"Reyes, Barbara B.",2017-10-30 00:00:00,0.0,Yes
33069-1,"Phillips, David R.",2018-05-04 00:00:00,0.0,Yes
34823-1,"Phillips, David R.",2018-07-04 00:00:00,0.0,Yes
34883-1,"Phillips, David R.",2018-07-05 00:00:00,0.0,Yes
35229-1,"Campbell, Raymond C.",2018-07-14 00:00:00,0.0,Yes
35456-1,"Reed, Maria C.",2018-07-20 00:00:00,0.0,Yes
37200-1,"Reed, Maria A.",2018-08-29 00:00:00,0.0,No
38169-1,"Martinez, Gregory A.",2018-09-25 00:00:00,0.0,Yes
38679-1,"Roberts, Jack Q.",2018-10-10 00:00:00,0.0,Yes
39135-1,"Garcia, Stephen U.",2018-10-25 00:00:00,0.0,Yes
39861-1,"Brooks, Kathleen V.",2018-11-14 00:00:00,0.0,Yes
40528-1,"Morales, Carolyn W.",2018-12-05 00:00:00,0.0,Yes
40718-1,"Williams, Joshua V.",2018-12-12 00:00:00,0.0,Yes
40891-1,"Campbell, Raymond C.",2018-12-17 00:00:00,0.0,Yes
40915-1,Business Tenant 9,2018-12-18 00:00:00,0.0,Yes
40922-1,"Rogers, Brenda N.",2018-12-18 00:00:00,0.0,Yes
40924-1,Business Tenant 10,2018-12-18 00:00:00,0.0,Yes
40934-1,"Harris, Michael F.",2018-12-18 00:00:00,0.0,Yes
40963-1,Business Tenant 10,2018-12-19 00:00:00,0.0,Yes
41039-1,"Wright, Tyler N.",2018-12-21 00:00:00,0.0,Yes
42339-1,"Rogers, Brenda N.",2019-01-29 00:00:00,0.0,Yes
35085-1,Business Tenant 5,2018-07-11 00:00:00,0.0,Yes
39026-1,"Campbell, Raymond C.",2018-10-22 00:00:00,0.0,Yes
141531-2,"Flores, Christine N.",2025-12-10 00:00:00,0.0,No
146840-1,"Reed, Mark G.",2025-12-23 00:00:00,0.0,Yes
149652-1,"Taylor, Susan Q.",2026-02-04 00:00:00,0.0,No
149856-1,"Torres, Emma F.",2026-02-06 00:00:00,0.0,Yes
151471-2,"Ruiz, Amanda K.",2026-02-26 00:00:00,0.0,No
152041-2,"Robinson, Evelyn C.",2026-03-05 00:00:00,0.0,No
152160-2,"Torres, Thomas H.",2026-03-06 00:00:00,0.0,No
153751-1,"Howard, Alexander D.",2026-03-25 00:00:00,0.0,No
153752-1,"Taylor, Susan Q.",2026-03-25 00:00:00,0.0,No
153753-1,"Lopez, Rebecca V.",2026-03-25 00:00:00,0.0,No
154894-2,"Ward, Kelly J.",2026-04-07 00:00:00,0.0,No
153753-5,"Lopez, Rebecca V.",2026-04-07 00:00:00,0.0,No
159394-2,"Wright, James U.",2026-06-10 00:00:00,0.0,No
132504-1,"Lopez, Rebecca F.",2025-02-25 00:00:00,0.0,No
133003-1,"Kim, Kenneth J.",2025-03-09 00:00:00,0.0,Yes
133004-1,"Kim, Kenneth J.",2025-03-09 00:00:00,0.0,Yes
133007-1,"Kim, Kenneth J.",2025-03-09 00:00:00,0.0,Yes
133053-1,"Kim, Kenneth J.",2025-03-10 00:00:00,0.0,Yes
133066-1,"Rogers, Evelyn Q.",2025-03-11 00:00:00,0.0,Yes
133172-1,"Kim, Kenneth J.",2025-03-13 00:00:00,0.0,Yes
133247-1,"Mendoza, Matthew V.",2025-03-14 00:00:00,0.0,Yes
133248-1,"Mendoza, Matthew V.",2025-03-14 00:00:00,0.0,Yes
133290-1,"Clark, Brenda J.",2025-03-17 00:00:00,0.0,Yes
134041-1,"Wilson, Donna P.",2025-04-03 00:00:00,0.0,Yes
134099-1,"Smith, Stephanie P.",2025-04-04 00:00:00,0.0,Yes
134101-1,"Smith, Stephanie P.",2025-04-04 00:00:00,0.0,Yes
134152-1,"Johnson, Gary L.",2025-04-05 00:00:00,0.0,Yes
134163-1,"Mendoza, Matthew V.",2025-04-06 00:00:00,0.0,Yes
134164-1,"Cox, Steven W.",2025-04-06 00:00:00,0.0,Yes
134261-1,"Cox, Steven W.",2025-04-08 00:00:00,0.0,Yes
134283-1,"Brooks, Janet B.",2025-04-09 00:00:00,0.0,No
134406-1,"Howard, Alexander D.",2025-04-13 00:00:00,0.0,Yes
134432-1,"Watson, Jack L.",2025-04-14 00:00:00,0.0,Yes
134458-1,"Jackson, Joseph S.",2025-04-14 00:00:00,0.0,Yes
134494-1,"Hernandez, Victoria J.",2025-04-15 00:00:00,0.0,Yes
134600-1,"Wilson, Donna P.",2025-04-17 00:00:00,0.0,Yes
134602-1,"Bailey, Kyle S.",2025-04-17 00:00:00,0.0,Yes
134656-1,"Flores, Kenneth L.",2025-04-18 00:00:00,0.0,Yes
134778-1,"Martin, Donna K.",2025-04-22 00:00:00,0.0,Yes
134817-1,"Diaz, Michael P.",2025-04-22 00:00:00,0.0,Yes
134967-1,"Ramos, Maria L.",2025-04-26 00:00:00,0.0,Yes
134980-1,"Lopez, Rebecca V.",2025-04-27 00:00:00,0.0,Yes
134999-1,"Peterson, Julie Q.",2025-04-28 00:00:00,0.0,Yes
135047-1,"Flores, Kenneth L.",2025-04-28 00:00:00,0.0,Yes
135635-1,"Rogers, Evelyn Q.",2025-05-09 00:00:00,0.0,Yes
136250-1,"Hernandez, Nicholas W.",2025-05-23 00:00:00,0.0,No
136323-1,"Bennett, Tyler L.",2025-05-26 00:00:00,0.0,Yes
136564-1,"Torres, Laura D.",2025-05-30 00:00:00,0.0,Yes
136600-1,"Jackson, Patricia U.",2025-05-30 00:00:00,0.0,Yes
136751-1,"Adams, Debra K.",2025-06-03 00:00:00,0.0,No
136833-1,"Cruz, Charles N.",2025-06-04 00:00:00,0.0,Yes
136880-1,"Cruz, Charles N.",2025-06-05 00:00:00,0.0,Yes
136751-2,"Adams, Debra K.",2025-06-05 00:00:00,0.0,No
136990-1,"Stewart, Christina Y.",2025-06-08 00:00:00,0.0,Yes
136991-1,"Stewart, Christina Y.",2025-06-08 00:00:00,0.0,Yes
137059-1,"Stewart, Christina Y.",2025-06-09 00:00:00,0.0,Yes
137064-1,"Stewart, Christina Y.",2025-06-09 00:00:00,0.0,Yes
137214-1,"Watson, Jack L.",2025-06-12 00:00:00,0.0,Yes
137293-1,"Ramos, Mark J.",2025-06-13 00:00:00,0.0,Yes
137439-1,"Wilson, Donna P.",2025-06-17 00:00:00,0.0,Yes
137655-1,"Torres, Emma F.",2025-06-22 00:00:00,0.0,Yes
137714-1,"Bennett, Tyler L.",2025-06-23 00:00:00,0.0,Yes
137718-1,"Bennett, Tyler L.",2025-06-23 00:00:00,0.0,Yes
137851-1,"Anderson, Margaret F.",2025-06-25 00:00:00,0.0,Yes
137881-1,"Turner, Carolyn S.",2025-06-25 00:00:00,0.0,Yes
137884-1,"Lopez, Rebecca V.",2025-06-26 00:00:00,0.0,Yes
138118-1,"Ruiz, Amanda K.",2025-07-01 00:00:00,0.0,Yes
138156-1,"Hill, Diane R.",2025-07-01 00:00:00,0.0,Yes
138246-1,"Clark, Brenda S.",2025-07-03 00:00:00,0.0,Yes
138366-1,"Flores, Kenneth L.",2025-07-07 00:00:00,0.0,Yes
138413-1,"Wilson, Donna P.",2025-07-08 00:00:00,0.0,Yes
138418-1,"Torres, Emma F.",2025-07-08 00:00:00,0.0,Yes
138469-1,"Stewart, Christina Y.",2025-07-08 00:00:00,0.0,Yes
138486-1,"Robinson, Evelyn C.",2025-07-09 00:00:00,0.0,Yes
138487-1,"Robinson, Evelyn C.",2025-07-09 00:00:00,0.0,Yes
138594-1,"Howard, Alexander D.",2025-07-10 00:00:00,0.0,Yes
138635-1,"Stewart, Christina Y.",2025-07-11 00:00:00,0.0,Yes
138643-1,"Cox, Steven W.",2025-07-12 00:00:00,0.0,Yes
138801-1,"Jones, Christina B.",2025-07-15 00:00:00,0.0,Yes
138840-1,"Hernandez, Victoria J.",2025-07-16 00:00:00,0.0,Yes
139050-1,"Wood, Betty V.",2025-07-19 00:00:00,0.0,Yes
139079-1,"Green, Kathleen B.",2025-07-20 00:00:00,0.0,Yes
139098-1,"Mitchell, Kevin H.",2025-07-20 00:00:00,0.0,Yes
139130-1,"Morris, Judith B.",2025-07-21 00:00:00,0.0,Yes
139137-1,"Green, Kathleen B.",2025-07-21 00:00:00,0.0,Yes
139322-1,"Torres, Emma F.",2025-07-24 00:00:00,0.0,Yes
139340-1,"Hall, Kimberly F.",2025-07-24 00:00:00,0.0,No
139344-1,"Baker, Cynthia Y.",2025-07-24 00:00:00,0.0,Yes
139447-1,"Nguyen, Joseph E.",2025-07-25 00:00:00,0.0,Yes
139577-1,"Mitchell, Kevin H.",2025-07-28 00:00:00,0.0,Yes
139579-1,"Morris, Judith B.",2025-07-28 00:00:00,0.0,Yes
139666-1,"Bennett, James J.",2025-07-29 00:00:00,0.0,Yes
139674-1,"Reed, Mark Q.",2025-07-29 00:00:00,0.0,No
139797-1,"Robinson, Aaron A.",2025-07-31 00:00:00,0.0,Yes
139877-1,"Roberts, Jack W.",2025-08-02 00:00:00,0.0,Yes
139987-1,"Reed, Mark G.",2025-08-04 00:00:00,0.0,Yes
140003-1,"Collins, Brian U.",2025-08-04 00:00:00,0.0,No
140031-1,"Clark, Brenda S.",2025-08-04 00:00:00,0.0,No
140147-1,"Bravo Serrano, Andrew P.",2025-08-06 00:00:00,0.0,Yes
140148-1,"Bravo Serrano, Andrew P.",2025-08-06 00:00:00,0.0,Yes
140150-1,"Bravo Serrano, Andrew P.",2025-08-06 00:00:00,0.0,Yes
140157-1,"Nguyen, Joseph E.",2025-08-06 00:00:00,0.0,Yes
140166-1,"Reed, Mark G.",2025-08-06 00:00:00,0.0,Yes
140175-1,"Mendoza, Ashley Y.",2025-08-06 00:00:00,0.0,Yes
140184-1,"Morris, Judith B.",2025-08-07 00:00:00,0.0,Yes
140212-1,"Ruiz, Amanda K.",2025-08-07 00:00:00,0.0,Yes
140218-1,"Young, Michelle E.",2025-08-07 00:00:00,0.0,Yes
140309-1,"Cooper, Jose H.",2025-08-09 00:00:00,0.0,Yes
